opiniao;tweet
Positive;RT @jmbverlag: Am 22.3. ist übrigens wieder http://t.co/0UlnbdQHTn – schon mal vormerken und mich dann leerkaufen :)
Neutral;Ich kann zu Lebendiger Garten gehen! Hast du diesen Ort schon entdeckt? http://t.co/QVPKlhrRJ3 #iPad #iPadGames #GameInsight
Positive;“@tagesschau: NDR: Slomka wird neuer Trainer beim Hamburger SV http://t.co/UddKlsqOMh #HamburgerSV #MirkoSlomka” - ich bin gespannt!
Neutral;Ich habe ein neues Foto auf Facebook gepostet http://t.co/jJPP5uiBgY
Neutral;Ich habe ein neues Foto auf Facebook gepostet http://t.co/0oNkhPD2Gi
Positive;Ich habe ein @YouTube-Video positiv bewertet: http://t.co/LtMn4hScAe ►Best Dubstep Remixes (of popular Songs) [HQ] [2013]◄
Negative;RT @follix: Übers 3. Reich ist alles gesagt, jetzt beißt sich #SpiegelTV an den Hells Angels fest..
Neutral;@tauss ...steht im Landesgesetz
Positive;@rahyonce @SxMESCUDI loooool
Negative;Ist morgen wirklich schon wieder Montag?
Positive;2:5, wenigstens gute Bilder! http://t.co/QO6YqVGp5a
Negative;RT @Rotbaeckchen: @popkalender fragt: Hier auch grünes Glas - ist das jetzt phönizische Kunst? #tatort http://t.co/SX6RLe0mCR
Neutral;Drei kostenlose iPhone Apps für Philips Hue - housecontrollers http://t.co/9Mk55zkBco
Neutral;@tauss von allen Bundesländern? außerdem bin ich nur nebenbei Anwältin
Negative;Ich habe so angst, dass ich Leute die ich mag, vergesse zum Geburtstag zu Gratulieren. :o
Positive;RT @onlinevitalshop: Maca gilt nicht nur als wertvolles Lebensmittel, sondern wird weltweit, auch von Sportlern, hoch geschätzt und weitere…
Positive;RT @Rotbaeckchen: Für mich ist der Fall klar: Am Ende befreit Lena Odenthal alle Tiere und reitet auf einem Elefanten davon. #tatort
Neutral;"@SebastianHackl waaas? Ich dachte vielmehr du willst ein Podcast starten #MakeItHappen ;) 
Aber Trainingsposts bzw Tipps nehme ich gerne."
Negative;RT @Rotbaeckchen: Für mich ist der Fall klar: Am Ende befreit Lena Odenthal alle Tiere und reitet auf einem Elefanten davon. #tatort
Neutral;#Shooting mit dem #Wisnia (@ Fotoklink e. V.) [pic]: http://t.co/eE8FTmrAtt
Positive;@Einfach_nur_Lea  natürlich ^^
Negative;Keine Punkte zu holen: Mit 1:6 (0:2, 0:3, 1:1) verlieren die Indians das Spiel gegen die Löwen aus Frankfurt vor... http://t.co/o6vF7SpFGD
Neutral;"So kommen Sie aus dem #Fitnessstudio-Vertrag heraus: #recht #news

http://t.co/G7Em2xd8AO"
Positive;@ElCobra Ah, danke für die Info! Hier war es so, dass ich auf einmal knapp Tausend Leuten folgte und einer meiner Tweets „Welcome“ lautete.
Neutral;Hannover/Region: Ein gebrochener Drachenflügel http://t.co/0MoZZ4FQM8
Positive;"@MaHe_KaTe @RTLde DAS SPIELHAUS mit Kasimir und Schlapperplapper - und Knollo! &lt;333"
Neutral;"#Klimawandel:
Katzenparasiten in der #Arktis

http://t.co/YaMRyFtRkV"
Positive;@FynnBeKLOPPt @MIvenhoe Wollt ihr leichte Siege? :D Patrick89bvb :p
Neutral;RT @HAZ: Sensation in #Burgwedel: Axel Düker (SPD) gewinnt die Bürgermeisterwahl gegen Björn Hoppenstedt (CDU). http://t.co/1FgKla0Y6U
Neutral;RT @onlinevitalshop: #Vitamin C - einer der wichtigsten #Nährstoffe http://t.co/0J7VLLbvao
Positive;@MaHe_KaTe @RTLde Und für immer und alle Ewigkeiten der Held in meinem Herzen. Kasi hätte ich auch geheiratet!
Neutral;RT @berlinscochise: Es schaut so aus, als sei mein Account gehackt worden. Ich hoffe, ich habe niemanden mit Abnehmtipps per DM belästigt.
Positive;Auch wenn mich das wieder Follower kostet. Ich bin so stolz auf meine Mannschaft. Jetz fahren wir zur Deutschen Meisterschaft Männer 35+
Neutral;Gute Nacht.
Positive;Wenn es jemanden richten kann beim #hsv , dann #Slomka ! Ein super Trainer, der die Mannschaft wieder aufrichten kann! #ssnhd
Neutral;Nummer 4 ist der beste.. hrhrhrhrr http://t.co/exwZGN9BJM
Negative;Heute gibt´s noch mal Dschungelcamp?
Negative;@MaHe_KaTe @RTLde Stimmt. Hab ich nach 24 Jahren voll vergessen. Das war ja das Blöde an dem Land...
Negative;@_solsken Ja, was für ein Schwachsinn*innen
Negative;@_solsken Ja, was für ein Schwachsinn*innen
Neutral;@ElCobra Bisher hat sich aber niemand über DM-Spam beschwert. Ich musste nur massiv entfolgen.
Negative;Ist ja alles Gebühren finanziert. Da machen wir schlechte Tatorte, fliegen flux Medaillen Gewinner ein.. Und machen das mit den Fähnchen
Negative;Ist ja alles Gebühren finanziert. Da machen wir schlechte Tatorte, fliegen flux Medaillen Gewinner ein.. Und machen das mit den Fähnchen
Negative;@ffabi nicht auf der Seite. Du kannst auf buchhandel.de die erweiterte Suche benutzen, Verlag: JMB Verlag und Jahr: 2013 bis 2014
Negative;Was hat er denn im Dschungel bewiesen?Das er ein Weichflötenjammerlappenwarmduscherdeluxe ist? '#ibes
Positive;Auge isst mit http://t.co/tAltYnNCzJ
Negative;RT @Heiko_B: Was hat er denn im Dschungel bewiesen?Das er ein Weichflötenjammerlappenwarmduscherdeluxe ist? '#ibes
Negative;"""Wer glaubt, er könne irgendwas unter den Teppich kehren, muss damit rechnen, irgendwann über den Teppich zu stolpern."" #Edathy (über NSU)"
Positive;"@SebastianHackl geht ok ;)"
Neutral;NoteSuite: Notizbuch mit Aufgabenverwaltung für den Mac (gibt es auch für das iPad) http://t.co/9HFINxsBZc
Positive;Die Löwen dürfen gern wiederkommen.
Positive;Wichtig Sieg heute gegen Flensburg! Das ist die Weg!! Jetzt denken nur in Balingen und Ademar! Komm Jungs! #DieRecken
Neutral;@medienkuh @_Fotzilla_ Wie heißt Frau Keludowig eigentlich mit Vornamen?
Neutral;Mascolo und Friedrichsen zusammen in einer Talkshow dürfte auch eine Premiere sein. #jauch
Positive;Bald ist Sommer! http://t.co/dnjNr08vgC
Negative;Was macht denn die Domina da bei #jauch?
Negative;"#Hitchcock: Ein recht charmantes ""#Biopic"" über den #Meister des Suspense. Aber so richtig wollte der Funke nicht überspringen. 6,5/10"
Negative;"RT @chrifpa: @pulegon oryx &amp; crake. ganz großer käse. keine ahnung ob das als popkultur zählt - ist ein buch."
Neutral;Social Media für Versicherungen – ein paar strategische Überlegungen http://t.co/d6zTDoknT0
Neutral;Finde den Fehler @HAZ #h96 http://t.co/Dix6Q6erxe
Positive;Ihr Körper benötigt fast zwei Drittel aller uns derzeit bekannten Elemente zur Erhaltung der Gesundheit. http://t.co/M5Fk5e0v40
Positive;Und so ist es! http://t.co/7toxXhvTp4
Positive;@KleinePfeife @HAZ jau in der morgigen Ausgabe...
Negative;@follix @KleinePfeife @HAZ Die bschädigen die Marke! Und das auch noch als Gesellschafter....
Negative;@follix @KleinePfeife @HAZ Die bschädigen die Marke! Und das auch noch als Gesellschafter....
Negative;@Sinneswandlerin Jaja, immer dieser #verschmähtestecher
Negative;@Sinneswandlerin Jaja, immer dieser #verschmähtestecher
Positive;De ECH verkaufte sich so teuer wie möglich und verliert nur 1:6 gegen die @loewenfrankfurt . Glückwunsch an den Main zum Sieg
Positive;@Sky_Rollo... dann lassen wir das mal so stehen! :-) Habe nur deine Tweets heute verfolgt und mache mir Sorgen...
Negative;@Sky_Rollo... dann lassen wir das mal so stehen! :-) Habe nur deine Tweets heute verfolgt und mache mir Sorgen...
Neutral;"Kanne und Siki published Verschlusssache "" das Labyrinth "" (Traditional Cache) at 2/16/2014 (9.8km) http://t.co/DtWcVGPdXG"
Positive;Die Stimmung war aber grandios. Genauso wie die Moral der Indians. Respekt an das Team. #HannoverIIndians
Positive;@subraumpixel Wir haben gestern dort Bier, Gulaschsuppe, Frankfurter, Melange, Buchten und Barackpalinka verkostet. :-) #hawelka
Positive;@subraumpixel Wir haben gestern dort Bier, Gulaschsuppe, Frankfurter, Melange, Buchten und Barackpalinka verkostet. :-) #hawelka
Positive;"Fragte mich gestern einer: ""Weißt Du was man bei uns mit Zwergen macht?"" War mir  aber relativ egal, weil ich bin ja nen Hobbit"
Neutral;Hannover/Region: Schnell im Sport, aber nicht beim Abitur http://t.co/KYuF2pGck3
Positive;#Gesundheit - billiger geht's nicht. Inhalieren Sie mit einer Kochsalzlösung ... http://t.co/YctfQx95aK
Positive;Ich bin der, der sich bei der Katze entschuldigt, weil er zwei Stunden weg war ...
Neutral;@TenseApplewar folgst du denn deiner schwester nich? Oo
Negative;So,umgeschaltet den Wendler höre ich mir garantiert nicht an #IBES
Negative;Vatikan nennt Sterbehilfe in Belgien „monströs“ http://t.co/5d1y6dyRsb
Positive;Was ein faszinierendes #Mond und Wolkenspiel heute am #Himmel hier in #Hannover.
Negative;"Gut, dass ich nicht drüber nachdenken kann, weil ich bis Donnerstag Morgen ALLE Folien und 1000 Seiten Bücher lesen muss &lt;3"
Neutral;RT @96U23: Ich habe 114 Fotos im Album „Hannover 96 U23 2:5 Goslarer SC“ auf Facebook gepostet http://t.co/bDROgy9dBV
Positive;So. Jetzt @Hoaxilla #149
Neutral;Wieviel Bargeld darf man mit sich tragen? Falsch http://t.co/0jehhEFmeB
Positive;@ZiitronenTea @DisneyChannelDE hab ich auf Blue-Ray :-)
Neutral;Introducing StackWho: http://t.co/hbuUjhlObp
Negative;Was schreibt ihr bitte denn für einen Mist über die Indians ? | Eishockey NEWS http://t.co/U0uY6KJVba via @EishockeyN
Neutral;RT @t3n: E-Commerce: 5 Tipps für gute Danke-Seiten http://t.co/ZRaPvWqlUI
Neutral;Den Spiegel habe ich bei Ebay gekauft, die Kosmetiktuchbox bei Dawanda. #makeup #beauty #love… http://t.co/CJ96zuSpo3
Neutral;Den Spiegel habe ich bei Ebay gekauft, die Kosmetiktuchbox bei Dawanda. #makeup #beauty #love… http://t.co/CJ96zuSpo3
Positive;Am Samstag wird die Eventhalle in Müden/Aller gerockt!! http://t.co/0onTfQB3Gi
Positive;Am Samstag wird die Eventhalle in Müden/Aller gerockt!! http://t.co/0onTfQB3Gi
Positive;Samstag ist es soweit....wir rocken mal wieder die Eventhalle in Müden/Aller... http://t.co/6nIDa5L4QK
Neutral;RT @heiseonline: Sonys Systemkamera Alpha 6000: Scharf in 0,06 Sekunden http://t.co/vlYDFagfCu
Positive;Ich habe ein @YouTube-Video positiv bewertet: http://t.co/vJMXzF2A6X I LOVE YOU. Portal 2 - (Pewds Animated) #2
Neutral;Deutsche Meister können auch schick: Die Lacrosse Damen mit Fans und Freunden auf dem Ball des Sports. http://t.co/kZuN2cE5qa
Neutral;Klarheit in der Online-PR wurde gerade veröffentlicht! http://t.co/B1S0gIMBoW
Neutral;World Invasion Battle Los Angeles,der längste und teuerste Werbespot fürs United States Marine Corps
Negative;@bakfietsblog stehen bleiben und reifen aufpumpen.
Positive;@Ingo_Zamperoni geben Sie mir ein Beispiel wo bei den Amis das der Fall war
Negative;@Ingo_Zamperoni geben Sie mir ein Beispiel wo bei den Amis das der Fall war
Negative;World of Tanks für die 360 nervt mich,andauernd stundenlang Updates runterladen
Neutral;@ffabi wann ist der?
Neutral;"@FrauFledermaus :O :O :O :O

Ich hab 39/40, je nach Schuh und Socken. Aber was würdest du dafür haben wollen und wie ist Schuhinnenlänge?"
Neutral;RT @heiseonline: Aus für Windows 7 für Privatkunden rückt näher http://t.co/rwEklf4l4a #Windows7 #Microsoft
Neutral;RT @cburgdorf: Introducing StackWho: http://t.co/hbuUjhlObp
Positive;Slomka zum HSV - als ich das vor vier Wochen prognostiziert habe, wurde ich vom 96-Chefexperten der #bild und Slomka-Freund ausgelacht ...
Positive;"@FrauFledermaus &lt;3 du bist soooooo toll! (Nicht nur deswegen. Auch überhaupt und so)"
Negative;Wenn ich den Film ganz schaue kriege ich noch Lust mich zu verpflichten
Positive;"Guten Nacht :)
Wieso rennt die Zeit so?"
Positive;Ich habe ein @YouTube-Video von @boogie2988 positiv bewertet: http://t.co/EftAu6ZUAh Francis Plays Flappy Bird
Positive;Ich habe ein @YouTube-Video von @boogie2988 positiv bewertet: http://t.co/EftAu6ZUAh Francis Plays Flappy Bird
Negative;Toleranz sollte eigtl nur eine vorübergehende Gesinnung sein: Sie muss zur Anerkennung führen. Dulden heißt beleidigen (Goethe via @niggi )
Positive;"@DerBuddler (schrieb es schon vor einer Woche plus Aufmerksammachen auf DM via Reply ;) )"
Neutral;Preisupdate: Diesel:1,40⁹€ - Super E10:1,52⁹€ - Super E5:1,56⁹€
Positive;@Anniiiiiiiias also ich hab meine brille bewusst aufbehalten damit ich james anhimmeln kann 😍 😍 😍
Positive;@DerBuddler eben! Und ich hab den Plan fest in meinem Kopf und direkt nach den Prüfungen auf der Liste!
Neutral;Entwickler verrät offenbar die Neuerungen von Windows Phone 8.1 http://t.co/st6wOPcvZn
Neutral;Microsoft Office für iPad könnte im 1. Halbjahr 2014 veröffentlicht werden http://t.co/gcXompAzxI
Neutral;Informatiker/in http://t.co/dmGvME4Ixu Jobs Hannover
Neutral;@DerBuddler ich hab’s aber geschickt!
Negative;"Ich wünschte da wäre mehr zwischen uns...
z.B. eine Wand."
Neutral;Hannover/Region: AfD mit eigener Kandidatin und populären Themen http://t.co/7aGO4xHP3E
Negative;@ki1ino Dein Account scheint gehackt worden zu sein. Habe eine Spam-DM von Dir erhalten.
Positive;Die 2. Staffel von #HouseOfCards macht auf dem gleichen Level der 1. Staffel weiter. Top! #Serientipp @SkySerien
Neutral;#Feuchtigkeitsspendende #Hautpflege mit #Aloe #Vera http://t.co/i5nGtySYjY
Neutral;@SkySportNewsHD BVB und Bayern wohl recht locker weiter, Leverkusen wohl leider sehr deutlich raus, Schalke nach großem Kampf wohl auch
Neutral;@DerBuddler keine Ahnung. Ich lese meine DMs immer
Positive;@Anniiiiiiiias magst du wohl recht haben :) er ist mein Held 💛
Positive;@Anniiiiiiiias magst du wohl recht haben :) er ist mein Held 💛
Positive;@Sky_MarcoH Mal sehen, ob der #ergebniswürfel dann zwei Niederlagen in Folge hinnehmen muss! :)
Positive;Hallo Hannover! (@ Hannover Hauptbahnhof) http://t.co/dAiJwLMJuZ
Negative;Du sagst dass ich dir immer wichtig bin. Und was wenn nicht ? Dann verliere ich dich.
Positive;"WooHoo, Clemens in the House :-) &lt;3 RT @berlinscochise: Hallo Hannover! (@ Hannover Hauptbahnhof) http://t.co/tEAZvpbWA9"
Positive;Guten Abend @unverliebt, freue mich auf Donnerstag!
Positive;RT @crazyearrings: GÄNSEHAUT ☛ Wie ein schwarzer Spiegel ☚  #ff @MalaWintar  http://t.co/HT4lAGLDRB
Positive;@berlinscochise Das wird wie immer eine Begegnung der besonderen Art :-)
Positive;@berlinscochise Das wird wie immer eine Begegnung der besonderen Art :-)
Negative;@dieterschnaas @wiwo braucht der Mann die Kohle so dringend?
Neutral;Keine Lust auf Montag? Dann genießt den Rückblick auf das Wochenende in #Hannover. http://t.co/QORWORnxN6
Negative;@Ingo_Zamperoni @tagesschau nur grosse Worte und keine Taten #achtungichbinami....gehmirausdersonne
Positive;Ich wünsche Dir eine gute Nacht! Ja, genau Du bist angesprochen! :-)
Positive;Ich wünsche Dir eine gute Nacht! Ja, genau Du bist angesprochen! :-)
Neutral;Ich meine wenn sie älter sind so wie ich [14] und ein... — Das wäre in 15 Jahren.... vor 15 Jahren gabs nicht ma... http://t.co/JD17xsmt30
Negative;RT @flamingowurst: Nur weil aus Minus und Minus Plus wird heißt dass nicht das ihr euch vermehren solltet.
Negative;@peonysandroses @Tzudemwico ich warte im übrigen auch immer noch auf meinen Kater!
Positive;Ich habe ein @YouTube-Video positiv bewertet: http://t.co/PzluXry4If FLIPPING FLAPPY BIRD!!
Positive;@Uehmche Gut’s Nächtle!
Positive;"Die beiden Hamburger, die unbeirrt ihre ""not for sale""-Schals in die Kamera halten sind auch köstlich ^^ #hsv #sportclub #ndr"
Positive;"Die beiden Hamburger, die unbeirrt ihre ""not for sale""-Schals in die Kamera halten sind auch köstlich ^^ #hsv #sportclub #ndr"
Neutral;"Broken Age #13 - Shay hört die geschichte von dem ""Opfermädchen"" ♥ Let's Play Broken Age: http://t.co/CFbLlGvrOl über @YouTube"
Positive;RT @crazyearrings: ♥ Lustig und verrückt - die Pinsel Ohrringe von @crazyearrings  ♥ http://t.co/aDmj6HK8kG
Positive;Also ich mach mir jetzt nochmal was zu essen.
Positive;@dieterjosef Schon im Kalender markiert!
Positive;two lives Einklang / Werkstatt-Atelier: Zwei frisch erworbene Erbstücke aus der Nachbarsch... http://t.co/BMPzDT4Wxa
Neutral;two lives Einklang / Werkstatt-Atelier: Zwei frisch erworbene Erbstücke aus der Nachbarsch... http://t.co/BMPzDT4Wxa
Negative;RT @Bringmiressen: Das mein WLAN nicht funktioniert wenn die Mikrowelle läuft, ist immer noch ein Phänomen für sich.
Negative;"So, gehe ins Bett. Wusstet ihr eigentlich, dass Strohhalm auf polnisch… 
lassen wir das."
Neutral;@KuttnerSarah hätte gerne tweets über andere promis, die für dich teuer werden könnten
Positive;RT @tob1i: !! RT @TanteOesen: Ich sollte schlafen, aber... http://t.co/3eFIcQVRYL
Positive;Good Night / Gute Nacht
Negative;RT @spatzischatzi: Und ich will nicht wissen, mit wie vielen Mädels du schreibst, während ich hier liege und wegen dir heule.
Neutral;king fcb posted a note for Wasserloch (Traditional Cache) at 2/15/2014 (34.2km) http://t.co/bwuIgHZbNi
Negative;Der scheiß #Wendler ist so eine Hackfresse. Dümmster Mensch Europas ...
Neutral;Morgen wird gearbeitet 👍
Neutral;RT @FRonline: Auf dem Parteitag der #Linkspartei in #Hamburg werden alte Fronten sichtbar: http://t.co/zoDrEfMVVh
Negative;"Ich nenn' ihn nur noch ""Carlos Zankrano"". #zwwdf @zwwdf"
Neutral;#Sokrates, #Platon – Grundlagen unserer Kultur. Und wann lesen wir sie in der Schule? Fast nie und wenn, dann am Gymnasium.
Neutral;"@Nisalahe @PhVetter Michael Dobbs verrät 6 Dinge, die Sie über „House of Cards"" noch nicht wussten. http://t.co/osyLxNzK25 Via @HuffPostDE"
Positive;Ich hab grade voll Hunger. Bringt mir Nudeln !
Negative;@rottensnowwhite Hast du eigentlich sonst nix zu tun?
Negative;Nase voll von #meldegesetz, ich geh jetzt schlafen. Morgen neues Gesprächsthema, ok?
Positive;So. Hotelzimmer für den 31c3 ist gebucht. Der frühe Vogel und der Wurm und so.
Positive;@EtienneToGo @DerSPIEGEL vielen dank!
Positive;"RT @Nic2012: @Hannama5 Zum Glück macht das nichts bei Twitter. ;) Gute Beserung!"
Neutral;"Jaron Lanier: ""Wem gehört die Zukunft?"" - Daserste: Jaron Lanier: ""Wem gehört die Zukunft?""DasersteBei Lanier ... http://t.co/Nzek9X6UL9"
Neutral;#Lachsöl mit mehrfach ungesättigten #Omega-#Fettsäuren und #Vitamin E. http://t.co/2wNL6HY72B 17.02 00:01
Neutral;RT @FAZ_Politik: Veröffentliche Ermittlungen: Edathy will angeblich Beschwerde gegen Staatsanwaltschaft einlegen http://t.co/Rn2xm1WJP4
Neutral;Terraria: motiviert zu viert - #018 - Let's Play [Deutsch / HD]: http://t.co/BreFB2ICh8 über @YouTube
Positive;@DasBlondinchen ach..du hast mir meinen langweiligen nachmittag versuesst :)
Neutral;RT @t3n: E-Commerce: 5 Tipps für gute Danke-Seiten http://t.co/ZRaPvWqlUI
Negative;Wow, die Leute, die für die #GfK die Quote messen, bekommen kein Geld? http://t.co/jFZo2SYQ56
Neutral;RT @t3n: #Hover.css: 50 Hover Effekte für deine Webseite http://t.co/TRXczutSqq
Neutral;Jajajajajaja puto jesu
Positive;"@sup3rmaus Oder so: http://t.co/UJoE1kpvz8 ;)"
Positive;Yay sie läuft wieder...
Neutral;Wie jetzt? Bei Once upon a time sind sie schon bei der 3. Staffel???
Positive;"Wenn alles gut läuft kann ich mit Hannah auf die Purgatory 2015 ^-^
(Soviel zu nur halbes Jahr Planung xD)"
Neutral;@luisah92 die Jolie wurde an den OZ Verlag verkauft... aber es geht mir eher um die Welt... Jolie, Glamour und Co. kaufe ich gar nicht mehr.
Negative;@luisah92 die Jolie wurde an den OZ Verlag verkauft... aber es geht mir eher um die Welt... Jolie, Glamour und Co. kaufe ich gar nicht mehr.
Positive;@coldmirror Ich vermute, der Salat liegt auf ner dicken Bulette zwischen zwei Brötchen... oder?
Neutral;Exklusiv-#Ausstellung - Peter Alexanders geheimes Foto-Album http://t.co/hlfPTwqfkX
Positive;"und Osterferien..
Wenn das mit Birningham und Eva nicht klappt..."
Neutral;Ohrclip, Perle an Clipcreole,Brautschmuck von kunstpause auf http://t.co/z72jZrL8rE http://t.co/PZOEoGqDWS
Neutral;RT @MRMCD2014: Wir bitten um Beachtung folgender struktureller Maßnahmen: http://t.co/LPEV9eiDFS
Neutral;Ohrclips - Ohrclip, Perle an Clipcreole,Brautschmuck - ein Designerstück von kunstpause bei DaWanda http://t.co/1mJZN7E19L
Neutral;RT @herrlarbig: Die Kunst des kairós: Wisse, was du wann in welchem Maße tun sollst.
Positive;Leon und ich schwelgen grade in Erinnerungen. Oh GOTT ist das alles lange her.
Negative;@Sebids Selbst das Höhlengleichnis kam nicht vor?
Negative;@AutZeit aber es wurde mich nicht wundern. Ich habe sich schon IQ 128 als Nummernschild gesehen.
Neutral;@sakaikataho geschickt wird..
Positive;RT @BildsprachePod: Wunderschöner Foto-Essay über das Leben in Tiksi / Sibirien von Evgenia Arbugaeva: http://t.co/vaey8osvGA
Negative;Hannover-96 - Boss Kind rechnet mit Absturz http://t.co/RMHaCYISaV #H96
Neutral;@joschkakp Es gibt nen neuen beim Troedeltrupp?
Neutral;Wendt fällt länger aus  http://t.co/zPW5v6747H
Neutral;Wendt fällt länger aus  http://t.co/zPW5v6747H
Neutral;RT @Quallenyuu: @sakaikataho geschickt wird..
Positive;@SakufuchsiX3 @_Kente vll sollte ich davor echt die VN lesen :) Lesen mag ich sie eh, nur die Reihenfolge weiß ich noch nicht...
Negative;@AutZeit war bestimmt gebraucht gekauft und der war schon drauf. 😉
Positive;Ganz großes Kino.  http://t.co/v0Ayb3DX1Q
Negative;Ich hab ihm tausend mal gesagt er soll sein Handy ausmachen wenn er feiern geht
Positive;Genau wie meine Mutter, die hört auch nicht auf mich haha
Negative;@timpritlove @egghat Mt. Gox könnte pleite sein.
Negative;ICH DACHTE LEON WÄRE EIN REDHEAD WIE TIEF BIN ICH GESUNKEN
Neutral;@AgnesKrumwiede @danielmack Was hat Big Data mit diesem Thema zu tun?
Neutral;@AgnesKrumwiede @danielmack Was hat Big Data mit diesem Thema zu tun?
Positive;Das Album anhören, zu dem man seine erste HTML-Seite ins Netz gestellt hat. Damals^tm.
Neutral;RT @FRonline: Der Gewinn der Deutschen #Bahn hat sich 2013 halbiert: http://t.co/u0G0M814gL
Neutral;RT @FRonline: Der Gewinn der Deutschen #Bahn hat sich 2013 halbiert: http://t.co/u0G0M814gL
Negative;@AutZeit au weia. In meiner Schule war das vollkommen unbekannt. Das gab es auch keine IQ Tests, zumindest nicht von der Schule aus.
Neutral;"Hauptgeschäftsführer (m/w): Kunde: Dr. Heimeier &amp; Partner - Branche: Öffentliche Einrichtungen, Behörden und K... http://t.co/MpulW7sNzi"
Neutral;Geschäftsführer m/w: Kunde: Kienbaum Executive Consultants GmbH - Branche: Ver- und Entsorger - Funktion: Vors... http://t.co/XhzItDwrsD
Negative;@sakaikataho Hm naja, aber von den Cosplays und dem Geschmack ist Türkei glaub ich noch etwas altmodisch. Auf dieser Con ist glaub ich LoL
Negative;#edathy e arschloch bleibt e arschloch
Negative;#edathy e arschloch bleibt e arschloch
Neutral;@egghat @timpritlove … es dort schon zu doppelten Dollar-Auszahlungen kam.
Positive;@KAEVCAT Alles  Gute, alles liebe, alles alles! ❤️💐🎉
Neutral;"Hauptabteilungsleiter (m/w) Administration &amp; Abrechnung: Unternehmen: Boyden global executive search - Branche... http://t.co/WvkhllXPXk"
Negative;@AutZeit ich habe für die Schule nie was gemacht und auch ein echt schlechtes Abi.
Neutral;"Praktikum Loyalty/CRM: Unternehmen: Peek &amp; Cloppenburg KG - Branche: Einzelhandel - Funktion: Praktikanten - R... http://t.co/VnspOm20Pp"
Positive;RT @FAZ_Feuilleton: Gegenwartskunst: Leuchte, Kunst, leuchte! (von Brita Sachs) http://t.co/IzDT85sk8c
Negative;@AutZeit das ist natürlich doof. Quasi das Gegenteil von dem, was man erreichen wollte.
Negative;@AutZeit das ist natürlich doof. Quasi das Gegenteil von dem, was man erreichen wollte.
Neutral;#Frankfurt Feb 17 00:20 Temperature 3C dry Wind S 11 km/h  Humidity 95% Germany .. http://t.co/ViEaDxl3tv
Neutral;@Dea_Umbra Doch. Das ist dieses empfinden fürs Nutellaglas, oder?
Negative;"RT @bier_ist_geil: ""Ich hätte gerne die neue CD von Michael Jackson.""
""Ja alles klar. Kommst du dann nächste Woche mit auf's Nirvana-Konzer…"
Negative;"RT @bier_ist_geil: ""Nee sorry, da kann ich nicht. Bin da schon auf dem Amy Winehouse-Konzert."""
Negative;@danielmack Facebook wird aber kein Geld kosten. Die Diskussion ist von vorne herein unsinnig.
Positive;@danielmack … und werbefinanzierte Modelle gab es auch schon vor „Big Data“.
Negative;damn girl. 😍 @madisonpettis http://t.co/klNIz4CxVc
Negative;RT @ThePossmann: @Sky_Rollo 7 Uhr verlieren die Deutschen in #Sotchi, 9 Uhr verliert #Slomka seinen Ruf, 10 Uhr verliert der #HSV den #Aufs…
Neutral;Offener Brief an Frau Dr. Angela Merkel http://t.co/EmqrHvGSUY
Positive;@rzwodezwo Jeder sagt mir gerade, ich soll nach Leipzig. Wird wohl demnächst ziemlich gehyped!
Neutral;@AutZeit was mich aber echt verwundert ist, wieviele Menschen es gibt, bei denen HB und (vermutlich) Autismus zusammentreffen.
Negative;stoppt Gen-Mais 1507!!! - Online Petition http://t.co/bpyboKBTCe
Negative;stoppt Gen-Mais 1507!!! - Online Petition http://t.co/bpyboKBTCe
Negative;Na toll dann bin ich morgen wieder erst um 17 Uhr mit der Schule fertig und  darf anschließend zum tanzen...
Positive;@rzwodezwo Nein, meine das ganz ernst! Die Leute in meinem Lieblings-Café drängen mir das richtig auf!
Positive;Schlaf gut
Positive;@RaptusBigShow Nacht Mann mit der Pornostimme :3
Positive;alles klar, ich mach mir dann mal einen Salat und schau mir vampire Diaries weiter an...
Negative;@sarkastikerin ich kann auch nicht einschlafen :(
Negative;Und das 6 Stunden bis ich wieder 'aufstehe'
Neutral;Hab grad mein Kissen aufgeschüttelt und es hat sich angehört wie 20 masturbierende Vögel. #WichtigeInfoUndDamitNacht
Negative;Hab grad mein Kissen aufgeschüttelt und es hat sich angehört wie 20 masturbierende Vögel. #WichtigeInfoUndDamitNacht
Neutral;Das Verpacken eines E-Books und orthopädischer Kaffee - http://t.co/KIpzmZqukM http://t.co/odPiHWedKK
Positive;Boaah...ist das günstig: Sportschuhe bei EBAY http://t.co/Ff36oEOn1e
Neutral;Derbe logisch dass ich Sage ich geh Freitag und Samstag nicht weg aber Sonntag Abend dann schon wenn ich Montag Schule hab hahaha
Neutral;@Nember @trainerbaade Ok. Aber Zeigler hat die Story nur aufgegriffen. Bekannt war das schon länger. http://t.co/JZZtuLv36r
Negative;"@_Candykisa_ *ahaha* Hab hier ein ähnliches Problem. Weiß einfach nicht welche Kleider ich einpacken soll ;___;"
Positive;@_Candykisa_ Ich wäre für Lolita am Samstag und Fairy am Sonntag.
Neutral;@_Candykisa_ Ich wäre für Lolita am Samstag und Fairy am Sonntag.
Positive;"Mitglieder-Ticker: Top Lage, top Angebot Leimen von Mathias Lukas (16.02.2014, 18:07) in Gruppe """"XING Frankfu... http://t.co/ps5jtJf5jH"
