OPINIAO;EMPRESA;SERVIÇO;POSSIBLY_SENSITIVE_IS_CORRECT;LOCAL_CIDADE;LOCAL_ESTADO;LOCAL_PAÍS;SEXO_USUÁRIO;id_str;possibly_sensitive;created_at;source;retweet_count;favorite_count;tweet;user_description;user_screen_name;user_followers_count;user_name;user_location;place_country_code;place_country;place_full_name;place_place_type;place_name
Positivo;Itaú;Atendimento;True;;;Brasil;Feminino;3,95E+17;;Mon Oct 28 01:48:46 +0000 2013;web;0;0;Sempre MUITO bem atendida pela @Itaucard ! Muito obrigada!;O que importa é o conteúdo.;ta_camargo;1453;Talita Camargo;Brazil;;;;;
Positivo;Itaú;Propaganda;True;Charqueadas;Rio Grande do Sul;Brasil;Masculino;3,95E+17;false;Mon Oct 28 18:51:45 +0000 2013;"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>";0;0;#LeiaParaUmaCriança #IssoMudaOMundo #Itaú http://t.co/wvZ6u8lsN5;"pvgazetamineira@hotmail.com
patrickvieira@rdgazetadojacui.com.br";barrapatrick;611;Patrick Vieira;Charqueadas;;;;;
Positivo;Itaú;Banco;True;Brasília;Distrito Federal;Brasil;Feminino;3,96E+17;;Thu Oct 31 18:13:04 +0000 2013;web;0;0;opaa problema solucionado! #ItauCard lindo rsrs 'não mostre o seu #CartãoCrédito a ninguém =);"#PassaNaFrenteMaria 
#SPFC";sofyagoncalves;123;_______SOFIA?;Brasília;;;;;
Positivo;Itaú;Banco;;;Rio de Janeiro;Brasil;Feminino;3,99E+17;false;Fri Nov 08 22:48:44 +0000 2013;"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>";0;0;Chegaram! Obrigada #itau http://t.co/h1Rp2Gn0eZ;Inteligente não é quem pensa que sabe tudo, mas sim quem procura saber sempre mais...;karolziinhax3;137;Karoline;Rio de Janeiro, Brasil;;;;;
Positivo;Itaú;Banco;;São José dos Campos;São Paulo;Brasil;Masculino;4,00E+17;;Mon Nov 11 12:53:13 +0000 2013;web;0;0;@Itaucard obrigado pelo atendimento rápido e pela solução do ocorrido. (Y);Redator Publicitário | Jiu-Jitsu & Kick Boxe & Surf | Corinthians | Deus & Jesus;Garciera;244;Juliano Garcia;São José dos Campos;;;;;
Positivo;Itaú;Banco;;;;Brasil;Não se aplica;4,01E+17;;Wed Nov 13 11:05:44 +0000 2013;"<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>";0;0;@Animadissima Bom dia! Em casos relacionados ao cartão peço que entre em contato com o @itaucard, eles irão te ajudar da melhor forma. =);"Chat com o ? Pinguim? , ofertas e lançamentos! HOJE TEM™!
GANHE DESCONTOS: http://pingu.im/economizator";pontofrio;131847;Pontofrio.com;Brasil;;;;;
Positivo;Itaú;Banco;;;;Brasil;Feminino;4,03E+17;;Mon Nov 18 19:06:33 +0000 2013;web;0;0;Consegui estornar uma compra indevida feita no ML com meu cartão de crédito em 5 minutos! Parabéns Itaucard pela eficiência #itaucard #itau;Nós, Marketeiros, fazemos o que podemos e o que os outros acham que podem.;thatianag;112;Thatiana Gregianin;Brazil;;;;;
Positivo;Itaú;Banco;;;;;Masculino;4,04E+17;;Sat Nov 23 00:24:58 +0000 2013;web;0;0;"@Itaucard Obrigado por responder tão rápido ;-)";More interested in making money than making friends. This here is entertainment, I'm not working with charity.;dalvandd;1723;Dalvan Dornellas;Brazil;;;;;
Positivo;Itaú;Banco;;São Paulo;São Paulo;Brasil;Feminino;4,07E+17;;Sat Nov 30 16:27:30 +0000 2013;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";0;0;@itau to TÃO feliz que nem sei explicar pra vocês. cc @Itaucard;Meu bicho favorito é joaninha. Freud te explica o resto.;drish;791;Adriana Messa;São Paulo, SP - Brasil;;;;;
Positivo;Itaú;Banco;;;São Paulo;Brasil;Masculino;4,08E+17;;Tue Dec 03 00:30:37 +0000 2013;web;0;0;Que demora para o #Santander aprovar um compra online, se fosse #Itaucard era em minutos... #tenso;Lindo, tesão, bonito só que não... http://fb.com/geraldo2o | Tuíto, logo critico e elogio e opino. rs;GeraldOPost;470;GeraldoPost e MAG;São Paulo, Brasil.;;;;;
Positivo;Itaú;;;;;Brasil;Feminino;4,10E+17;;Tue Dec 10 14:01:08 +0000 2013;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";0;0;"@itau voce e a @saraivaonline sao os melhores &lt;33333";legal, simpa.. vai se fuder!!!;fckrzmills;2115;beatriz;YNG FVS;;;;;
Positivo;Itaú;Atendimento;;;;;Feminino;4,11E+17;;Wed Dec 11 13:28:34 +0000 2013;web;0;0;Liguei para o pessoal do atendimento do @Itaucard, e em menos de 30min já recebi um email com meu problema solucionado. Parabéns @Itaucard;Creative Concept Developer, Digital Interactive Strategist, Multimedia Installation Artist, Entrepreneur, Innovative, ArtTechnologist, Natural-Born Enthusiast.;marimalanconi;412;Mariana Malanconi;;;;;;
Positivo;Itaú;;;São Gonçalo;Rio de Janeiro;Brasil;Masculino;4,11E+17;;Wed Dec 11 21:46:25 +0000 2013;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";0;0;Consegui cancelar o cartão de crédito #Itau em menos de 10 minutos. Muito esquisito!;?Flamenguista|Fake Designer|Publicitário em ascensão|Observador por natureza|Viciado em Redes Sociais|Dublador do Scoby-Doo.;DiM_Carvalho;279;DiMCarvalho;São Gonçalo;;;;;
Positivo;Itaú;Atendimento;;;Ceará;Brasil;Masculino;4,11E+17;;Thu Dec 12 01:22:46 +0000 2013;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";0;0;O atendimento do @Itaucard é ótimo! Parabéns. 30 horas também no Twitter;"Salvador, Bahia, território africano
Baiano sou eu, é você, somos nós
Uma voz, um tambor
Oxente, cê num tá vendo que a gente é nordeste?
Cabra da peste";wendeyoliveira;706;Wendey #IS20;Ceará- Brasil;;;;;
Positivo;Itaú;Banco;;;;;Feminino;4,14E+17;;Sat Dec 21 11:06:05 +0000 2013;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";0;0;A melhor coisa que já fizeram Twitter do #itau ajuda muuuuitoooo !;;maynally;1471;Karolina Costa;;GB;United Kingdom;Sandwell, Sandwell;city;Sandwell
Positivo;Itaú;Banco;;Cuiabá;Mato Grosso;Brasil;Masculino;4,16E+17;;Fri Dec 27 01:38:29 +0000 2013;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";0;0;Essa propaganda da copa feita pelo #itau ficou linda. Excelente de verdade.;Desisti de algumas coisas em minha vida. Só não desisti da teoria que sou Nara Leão e minha depressão é vida.;alexzop;414;Alex;Cuiabá;BR;Brasil;Sinop, Mato Grosso;city;Sinop
Positivo;Itaú;Banco;;Gravatá;Pernambuco;Brasil;Masculino;4,16E+17;;Fri Dec 27 01:39:52 +0000 2013;"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>";0;0;Puts... o #ITAÚ depravou no Comercial!;Nutricionista Graduado pela Universidade Federal de Pernambuco e Estudante de Geografia, pelo Instituto Federal de Pernambuco .;JonnathanSantos;306;??? Esse é Jonnathan;Gravatá-PE;;;;;
Positivo;Itaú;Banco;;;São Paulo;Brasil;Feminino;4,17E+17;;Fri Dec 27 17:16:24 +0000 2013;"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>";0;0;O @itau me fez feliz hoje!!! Agilidade na entrega da 2ª via do cartão (2 dias úteis!) =D #itaucard #itaú #IssoMudaOmundo;"I&#39;m chemical engineer and have a philosophy of life: When we want we give a way and don&#39;t give an excuse.";MichelleBeatriz;121;Michelle;São Paulo;;;;;
Neutro;Itaú;;;;;;Não se aplica;3,82E+17;;Mon Sep 23 00:11:23 +0000 2013;web;0;0;@itau queria sabe o que a demi passou;que deus seja lovato;diariounbroken;1729;diario de lovatic;la la land;;;;;
Neutro;Itaú;;;;;;Masculino;3,86E+17;;Wed Oct 02 20:21:53 +0000 2013;web;0;0;@itau tenho uma pergunta, posso fazer?;Normal, mamãe passou Petróleo em mim... Não sou o Eike Batista, esta conta é uma Paródia. Contato: eikebatiiista@hotmail.com;EikeBatiiista;107641;Eike Batista ;;;;;;
Neutro;Itaú;;;;;;Masculino;3,86E+17;;Wed Oct 02 20:26:42 +0000 2013;web;0;0;@itau Porque os caixas eletrônicos não aceitam barras de ouro?;Normal, mamãe passou Petróleo em mim... Não sou o Eike Batista, esta conta é uma Paródia. Contato: eikebatiiista@hotmail.com;EikeBatiiista;107643;Eike Batista ;;;;;;
Neutro;Itaú;;;;;;Feminino;3,86E+17;;Fri Oct 04 22:01:03 +0000 2013;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";0;0;#itaucard quero meus pontos de voltaaa. E pode pwgar esse mixer aqui q nao quero!;Nova vida! Muitos planos e realizacoes;aline_xuxu;59;halyne pereira;;;;;;
Neutro;Itaú;Atendimento;;;;;Feminino;3,87E+17;;Sat Oct 05 17:16:50 +0000 2013;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";0;0;#itaucard podemos resolver meu problema por email?  Riofamily@ig.com.br;Nova vida! Muitos planos e realizacoes;aline_xuxu;60;halyne pereira;;;;;;
Neutro;Itaú;;Sim;Rio de Janeiro;Rio de Janeiro;Brasil;Masculino;3,87E+17;false;Mon Oct 07 12:15:14 +0000 2013;web;0;0;Agora eu entendi porque meus amigos com @itau e @Bradesco estão sem fazer compras internacionais. http://t.co/Qq5os6rlSy;Gamer e futuro desenvolvedor, blogueiro, artista gráfico amador, cinéfilo, RPGista sem grupo, Tolkienmaníaco, roqueiro, anti-forró/pagode/axé e levemente otaku.;Darius_Dan;203;Marcelo Lima Souza;Rio de Janeiro - RJ;;;;;
Neutro;Itaú;;Sim;;;Brasil;Não se aplica;3,87E+17;false;Mon Oct 07 15:56:41 +0000 2013;web;0;0;"Peça a sua coleção de livros infantis do @itau ~&gt; http://t.co/V3EYU3Xy2K Leia para uma criança. #issomudaomundo";O que você está lendo? A rede social para quem gosta de ler.;skoobnews;50586;Skoob;Brasil;;;;;
Neutro;Itaú;;;;São Paulo;Brasil;Masculino;3,87E+17;;Mon Oct 07 18:18:41 +0000 2013;web;0;0;"eu titular, ele banco --&gt; RT @amsjunior ow @Itaucard me liguem";Se perguntares por aí...rç;arioldo;244;Arioldo Guimarães;São Paulo Brasil;;;;;
Neutro;Itaú;;Sim;Salvador;Bahia;Brasil;Masculino;3,88E+17;false;Tue Oct 08 21:22:02 +0000 2013;"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>";0;0;Vamos dar aquele rolê de bike ? #salvadorvaidebike #itau #bicicleta #Salvador #Bahia #brasil #Brazil… http://t.co/l29ZBtItcs;Profissional de Rádio e Tv e inventor do bordão  Só sucesso  qualquer semelhança é mera coincidência :D;GatoxHD;2337;Eric Ribeiro;SALVADOR;;;;;
Neutro;Itaú;;Sim;;;Brasil;Não informado;3,88E+17;false;Wed Oct 09 17:58:36 +0000 2013;"<a href=""http://twitter.com/tweetbutton"" rel=""nofollow"">Tweet Button</a>";0;0;"Cadê a Marina do #Itau &gt;&gt;&gt;&gt;&gt;Bancos lucram R$ 60 bilhões e oferecem 0,97% de aumento  http://t.co/Z5gYHMP4MS";Ser invencível depende da própria pessoa, derrotar o inimigo depende dos erros do inimigo Sun Tzu;midiacrucis;4339;Manipula;Brasil-CWB;;;;;
Neutro;Itaú;;;São Paulo;São Paulo;Brasil;Masculino;3,88E+17;;Wed Oct 09 20:52:17 +0000 2013;web;0;0;@itau o perfil @Itaucard é oficial ?;Minha família é tudo. Cerveja, rock e o resto pouco interessa....;mranderstand;193;Mr.Anderson;São Paulo - Capital;;;;;
Neutro;Itaú;;;Curitiba;Paraná;Brasil;Masculino;3,88E+17;;Thu Oct 10 13:20:02 +0000 2013;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";0;0;@Itaucard mensagem para o itaú, espero q resolva meu caso;Cwb;ph11n70;121;Pedro Morais;Cwb;BR;Brasil;Curitiba, Paraná;city;Curitiba
Neutro;Itaú;;;;;Brasil;Não se aplica;3,88E+17;;Thu Oct 10 15:07:19 +0000 2013;"<a href=""http://www.scup.com.br"" rel=""nofollow"">Scup</a>";0;0;@caboquisse Siga @itaucard para um atendimento dedicado a cartões de crédito.;Perfil oficial da Itaucard no Twitter. Dúvidas, problemas ou sugestões, conte com a gente :-);Itaucard;2467;Itaucard;;;;;;
Neutro;Itaú;;;São Paulo;São Paulo;Brasil;Masculino;3,89E+17;;Fri Oct 11 12:39:08 +0000 2013;"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>";0;0;Partiu #Itau e depois casa da linda da Letiicia Machado conhecer o little baby *-*;"18 Anos, Extrovertido, Hiperativo, e Estudante de Marketing, etc -
keep me in your memory ?";oidandan;481;? Daniel Yohan;São Paulo/São;;;;;
Neutro;Itaú;Patrocínio;Sim;;;Brasil;Masculino;3,89E+17;false;Fri Oct 11 15:57:36 +0000 2013;"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>";0;0;"Treino de hoje.
#selecaobrasileira #treino #cbf #cbffutebol #felipao #bola #vivo #nike #itau #futebol… http://t.co/dfTrjiA13l";Fotógrafo da Seleção Brasileira de Futebol;rafaribeirorio;18317;Rafael Ribeiro ;Brasil;;;;;
Neutro;Itaú;;Sim;;São Paulo;Brasil;Masculino;3,89E+17;false;Fri Oct 11 21:20:41 +0000 2013;"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>";0;0;Mais um naaaaaaaaao :s #credit #card #Mastercard #cartao #credito #itaucard #2 @ Onde o Vento Faz a… http://t.co/rJuAo2Izoh;18 years old, brazilian, gay, timid, superstitious, no speak English '-';IRafael_Araujo;222;Igor Araújo;São Paulo, BZ;BR;Brasil;São Paulo, São Paulo;city;São Paulo
Neutro;Itaú;;;;;;Não se aplica;3,90E+17;;Tue Oct 15 12:57:38 +0000 2013;web;0;0;@itau por favor, o perfil @itaucard é verdadeiro?;"I'm Mr. November.

http://www.facebook.com/talk2carlos";casagrande_;2956;casagrande_;;;;;;
Neutro;Itaú;;;;;Brasil;Não se aplica;3,90E+17;;Tue Oct 15 14:40:44 +0000 2013;"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>";0;0;"Banco manda cartão novo com vencimento em Dezembro de 201....3.

Parabéns, #Itau";http://wiiclube.com.br/blog - http://facebook.com/pedro.pellicano - namorado da @Nokcturna;brpellican;311;Pellicano;Brasil;;;;;
Neutro;Itaú;;;;;;Masculino;3,91E+17;;Wed Oct 16 18:33:37 +0000 2013;web;0;0;Vou no #Itaú e depois vou pra casa, to saindo #partiu;Habitante de um lar sem muros.;cabralpsytrance;1107;CaBRaL;;;;;;
Neutro;Itaú;;False;;;;Masculino;3,91E+17;;Thu Oct 17 14:32:01 +0000 2013;web;0;0;Vou no #Itaú pegar meu token novo e depois vou fumar um baseado;Habitante de um lar sem muros.;cabralpsytrance;1108;CaBRaL;;;;;;
Neutro;Itaú;Dúvida;False;;;Brasil;Feminino;3,91E+17;;Thu Oct 17 20:59:06 +0000 2013;"<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>";0;0;Vocês financiam o playstation? @itau @Bradesco;20, nursing student, metalhead, Melody, LoveSik, guitar player. @suhoimnida C'est mon petit. @nhyago c'est mon bitch.;carolalmeids;262;calol ;;;;;;
Neutro;Itaú;;True;;;Brasil;Masculino;3,91E+17;;Thu Oct 17 23:10:06 +0000 2013;web;0;0;partiu jogo , #QUEBRADEIRA #ITAU;;novinho_10;795;$ Friends Party ll $;;;;;;
Neutro;Itaú;Informação ao Cliente;True;;;;Masculino;3,92E+17;;Sun Oct 20 19:52:21 +0000 2013;"<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>";0;0;Aderi a campanha “Leia para uma criança” do @itau. Comecei a ler meu extrato pro meu filho e ele não curtiu. Não entendi essa campanha.;;GordoGeek;42280;GordoGeek;;;;;;
Neutro;Itaú;Resposta da Empresa;False;;;Brasil;Não se aplica;3,93E+17;;Tue Oct 22 12:09:14 +0000 2013;"<a href=""http://www.scup.com.br"" rel=""nofollow"">Scup</a>";0;0;"@jampamatos Aham. Como podemos te ajudar, Jampa? ;-)";Perfil oficial do Itaú no Twitter, feito para apresentar nossas novidades, ouvir e aprender com você.;itau;131128;Itaú;;;;;;
Neutro;Itaú;Site;False;;São Paulo;Brasil;Feminino;3,95E+17;false;Tue Oct 29 21:31:52 +0000 2013;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";0;0;@itau tafora do ar?? http://t.co/1mKjSVcmvy;World Wide Woman -  Física/Escriba  ( http://farofa.com.br) // texts - https://medium.com/@rosana/;rosana;434166;rosana hermann ;São Paulo;;;;;
Neutro;Itaú;Banco;;;;Brasil;Feminino;3,96E+17;false;Fri Nov 01 09:57:59 +0000 2013;"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>";0;0;Cara de sono mas bora trabalhar #work #love #itau http://t.co/hLHjaHZOfm;'Não me prendo a nada que me defina. Serei o que você quiser, mas só quando eu quiser.’ Clarice Lispector;LiihAlvim;690;Lilian Alvim;Brasil ;;;;;
Neutro;Itaú;Banco;;São Paulo;São Paulo;Brasil;Masculino;3,97E+17;;Mon Nov 04 14:40:05 +0000 2013;"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>";0;0;"Nunca vou querer ser aquele otário! RT @itau Quer ser o rei do camarote? ;-) Veja quanto vc precisa investir pra ganhar seu 1º milhão…";SPFC / http://GloboEsporte.com Instagram: danielperrone;danielperrone;86392;Daniel Perrone ?;Morumbi, São Paulo;BR;Brasil;São Paulo, São Paulo;city;São Paulo
Neutro;Itaú;Banco;;Maceió;Alagoas;Brasil;Não informado;3,98E+17;;Tue Nov 05 01:51:27 +0000 2013;web;0;0;Feito pra o Brasil. Feito pra você.       #Itaú;Jesus Cristo - @dadeyex - Publicidade - Música;KellSaantos;381;#NOME?;Maceió - Brasil ?;;;;;
Neutro;Itaú;Banco;;Malacacheta;Minas Gerais;Brasil;Feminino;3,98E+17;;Tue Nov 05 14:17:50 +0000 2013;web;0;0;@LeoJaime @itau É só autorizar que funciona. O meu funcionou. Ou seu Firewall pode estar bloqueando os pop ups, tem que desbloquear.;Eu mesmíssima, aquariana por nascença, analista de sistemas por formação, administradora por profissão e boemia por vocação...;rosilenevaz;191;Rosilene Vaz Soares;Malacacheta MG Brasil;;;;;
Neutro;Itaú;Banco;;São Paulo;São Paulo;Brasil;Feminino;3,99E+17;;Fri Nov 08 20:46:05 +0000 2013;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";0;0;aí o @itau nao me deixa usar o cartão de débito, dá sempre não autorizado. mas consigo retirar $ no caixa.;http://youtube.com/miaurights e http://www.r7.com/tdud e http://www.r7.com/ex-trico;alesie;59021;ale siedschlag;www.alesie.com.br ;BR;Brasil;São Paulo, São Paulo;city;São Paulo
Neutro;Itaú;Banco;;São José dos Campos;São Paulo;Brasil;Masculino;4,00E+17;;Mon Nov 11 12:12:11 +0000 2013;web;0;0;Hei @Itaucard , nem tenho conta no banco e estou recebendo ligações dizendo que tenho crédito aprovado pra ter um cartão de crédito.;Redator Publicitário | Jiu-Jitsu & Kick Boxe & Surf | Corinthians | Deus & Jesus;Garciera;243;Juliano Garcia;São José dos Campos;;;;;
Neutro;Itaú;Banco;;Recife;Pernambuco;Brasil;Feminino;4,00E+17;false;Mon Nov 11 21:52:22 +0000 2013;"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>";0;0;"Valeu #itau, valeu terrinha &lt;3 http://t.co/pNGdQJFXIO";Juliana Stelli - Não sou blogueira, sou cozinheira.;Pitadinha;2263;Pitadinha;Recife, Brasil;;;;;
Neutro;Itaú;Banco;;Belo Horizonte;Minas Gerais;Brasil;Masculino;4,01E+17;;Fri Nov 15 03:48:39 +0000 2013;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";0;0;Segunda vou ir no #itau fazer um empréstimo pra poder ver meu Galaoo da massa!;Um jornalista com complexo de estudante, e vice-versa.;Welbert_Riddle;1488;Welbert Dias;Belo Horizonte;BR;Brasil;Belo Horizonte, Minas Gerais;city;Belo Horizonte
Neutro;Itaú;Banco;;;São Paulo;Brasil;Feminino;4,02E+17;;Sat Nov 16 19:32:23 +0000 2013;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";0;0;@itaucard vocês simplesmente desativaram o Itau travel money no meio da minha viagem?;Translator. Liverpool, Bayern Munich, Corinthians, Athletic Bilbao and Flames..;paula_ynwa;1988;Paula Siqueira;São Paulo / Brazil;;;;;
Neutro;Itaú;Banco;;;;Brasil;Não se aplica;4,02E+17;;Mon Nov 18 11:56:04 +0000 2013;"<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>";0;0;@phanzer Entendi, lindão. Vc pode tentar conversar com o @itaucard =);"Chat com o ? Pinguim? , ofertas e lançamentos! HOJE TEM™!
GANHE DESCONTOS: http://pingu.im/economizator";pontofrio;132376;Pontofrio.com;Brasil;;;;;
Neutro;Itaú;Banco;;Recife;Pernambuco;Brasil;Masculino;4,03E+17;false;Mon Nov 18 18:39:30 +0000 2013;"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>";0;0;"Chego no #Itau... ""Senhor o seu gerente agora é de São Paulo e vai lhe atender remotamente""  vocês… http://t.co/PmfkCGKuWe";Pai de Fredinho(meu tesouro), Minha Religião é Sport, Carpinense, Recifense, SportNauta por amor e vocação!!! Mestre do CIR por que tá no sangue!;MoCoCk;2196;Robert Mocock™;Retiro Island;BR;Brasil;Recife, Pernambuco;city;Recife
Neutro;Itaú;Banco;;;São Paulo;Brasil;Masculino;4,03E+17;false;Mon Nov 18 19:03:15 +0000 2013;"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>";0;0;Minha parceira por 4 dias #bike #itau #RJ http://t.co/XKInrCSQSx;;lukepinheiro;464;Lucas;São Paulo;;;;;
Neutro;Itaú;Banco;;Brasília;Distrito Federal;Brasil;Masculino;4,03E+17;;Mon Nov 18 21:18:43 +0000 2013;"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>";0;0;desbloquear a que eu já tenho @Itaucard;Só um beijo vai calar esse coração que insiste em dizer não e me faz amanhecer sozinho, sem o teu carinho amor, vem me buscar. Se você voltar tudo vai valer.;TomBsb;968;Tom 1?4?1?2? #IS20;Brasília - Brasil;;;;;
Neutro;Itaú;Banco;;Rio de Janeiro;Rio de Janeiro;Brasil;Masculino;4,03E+17;;Tue Nov 19 12:56:20 +0000 2013;"<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>";0;0;Vocês vão baixar as tarifas?! RT @Itaucard: Vc já faz tudo online, que tal esquecer o papel e mudar para fatura digital?;Dissidente de mim mesmo.;edugoldenberg;3006;Edu Goldenberg;Rio de Janeiro, RJ, Brasil;;;;;
Neutro;Itaú;Banco;;;;;Masculino;4,04E+17;;Fri Nov 22 17:57:06 +0000 2013;web;0;0;@pontofrio @Itaucard melhor deixar pra lá, pretendia fazer altas comprar por lá...acredito que achou outro lugar melhor pra se comprar ~;A única coisa que você realmente sabe sobre mim é... que isto é a única coisa que você sempre saberá;Jazzador;1316;Italo;Algum lugar desse Universo;;;;;
Neutro;Itaú;Banco;;Rio de Janeiro;Rio de Janeiro;Brasil;Masculino;4,04E+17;;Sat Nov 23 22:06:57 +0000 2013;web;0;0;Sorte de hoje... vc não foi acordado na manhã deste sábado pelo Banco #Itaú...;Carioca, Vascaíno, Desportista, Designer, Gamer, Musicofílico e propagador das boas novas de Cristo!;rbellemdesigner;482;Raphael Bellem;Rio de Janeiro - RJ;;;;;
Neutro;Itaú;Banco;;;;;Masculino;4,05E+17;;Tue Nov 26 22:26:02 +0000 2013;web;0;0;@itau Estou querendo efetuar um pagamento, mas as negociação esta difícil, poderia me ajudar? #itaucard;;SanchezThiago;106;Thiago Sanches;;;;;;
Neutro;Itaú;Banco;;;;Brasil;Não informado;4,06E+17;;Wed Nov 27 21:06:10 +0000 2013;web;0;0;"@itau Então.. Eu coloquei ""Zerrie é real"" e apareceu uma mensagem escrita ""Isto não é verdade"".";? Directioner ? lare ? mih ? luh ? leh ? vequetoria ? biih ?;DiivaMalik;2942;Tiffs;Brazil ;;;;;
Neutro;Itaú;Banco;;;Rio de Janeiro;Brasil;Masculino;4,06E+17;;Fri Nov 29 02:13:37 +0000 2013;web;0;0;Tinha que ter Black Friday pra minha fatura do @Itaucard / @itau.. rs;Católico, Comunidade Católica Shalom Rio de Janeiro, JMJ Rio 2013, carioca, engenharia civil, LEs, e o pior vascaíno do planeta.;augustocesarm;238;Augusto César ;Rio de Janeiro;;;;;
Neutro;Itaú;Banco;;Belo Horizonte;Minas Gerais;Brasil;Masculino;4,06E+17;;Fri Nov 29 17:40:45 +0000 2013;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";0;0;Muito boa essa propaganda do #Itau onde no sorteio da copa ninguém quer enfrentar o Brasil. Rsrsrs;Atleticano, Cristão, apaixonado por futebol, batalhador, 30 e poucos anos, apaixonado por filmes e seriados.;FabiobhLuiz;397;Fábio de Oliveira;Belo Horizonte;;;;;
Neutro;Itaú;Banco;;;;;Feminino;4,07E+17;;Sat Nov 30 22:09:56 +0000 2013;"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>";0;0;molhada com essi paizão S2 #Itaú;Mulher da vida e bem-cuidada.;dona_valentina;3211;Dona Valentina;;;;;;
Neutro;Itaú;Banco;;;;Brasil;Não se aplica;4,08E+17;;Tue Dec 03 21:17:27 +0000 2013;"<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>";0;0;@bloggalopreto Poxa, quem aprova o cartão é o @itaucard =);"Chat com o ? Pinguim? , ofertas e lançamentos! HOJE TEM™!
GANHE DESCONTOS: http://pingu.im/economizator";pontofrio;135215;Pontofrio.com;Brasil;;;;;
Neutro;Itaú;;;Curitiba;Paraná;Brasil;Masculino;4,08E+17;;Wed Dec 04 12:21:06 +0000 2013;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";0;0;o @itau deveria ter caixas eletrônicos especiais para pessoas com mentalidade de TOPEIRA;monstro;anderssauro;95550;o sauro;curitiba;;;;;
Neutro;Itaú;;;;;;Masculino;4,08E+17;;Wed Dec 04 15:50:27 +0000 2013;"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>";0;0;por favor @itau mande meus parabéns para a atendente Kellen da agência 9087 por motivos de: é gata d+;"O show da internet brasileira.

http://youtu.be/CA7gvobYyXM";konther;3211;Cid Moreironther;;;;;;
Neutro;Itaú;;;;;Brasil;Não se aplica;4,09E+17;;Fri Dec 06 12:39:11 +0000 2013;"<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>";0;0;@SouLuizGustavo Você pode tirar suas dúvidas do cartão com o pessoal do @Itaucard =);"Chat com o ? Pinguim? , ofertas e lançamentos! HOJE TEM™!
GANHE DESCONTOS: http://pingu.im/economizator";pontofrio;135673;Pontofrio.com;Brasil;;;;;
