"Município (Res)";"Branca";"Preta";"Amarela";"Parda";"Indígena";"Ignorado";"Total"
"210592 Lagoa do Mato";1;0;0;4;0;2;7
"210596 Lagoa Grande do Maranhão";0;0;0;2;0;0;2
"210598 Lajeado Novo";0;0;0;1;0;1;2
"210600 Lima Campos";4;4;0;6;0;1;15
"210610 Loreto";2;0;0;0;0;3;5
"210620 Luís Domingues";1;0;0;4;0;3;8
"210630 Magalhães de Almeida";2;0;0;4;0;3;9
"210632 Maracaçumé";0;0;0;11;0;20;31
"210635 Marajá do Sena";0;0;0;2;0;0;2
"210637 Maranhãozinho";0;0;0;7;0;12;19
"210640 Mata Roma";0;1;0;1;0;3;5
"210650 Matinha";0;1;0;5;0;4;10
"210660 Matões";0;1;0;12;0;10;23
"210663 Matões do Norte";0;0;0;6;0;4;10
"210667 Milagres do Maranhão";0;0;0;0;0;1;1
"210670 Mirador";0;2;0;2;0;12;16
"210675 Miranda do Norte";9;6;0;31;0;30;76
"210680 Mirinzal";1;4;0;9;0;7;21
"210690 Monção";1;0;0;5;0;2;8
"210700 Montes Altos";3;3;0;7;0;2;15
"210710 Morros";3;0;0;11;0;17;31
"210720 Nina Rodrigues";1;0;0;2;0;3;6
"210730 Nova Iorque";0;0;0;0;0;2;2
"210735 Nova Olinda do Maranhão";1;2;0;6;1;4;14
"210740 Olho d'Água das Cunhãs";2;2;0;9;0;13;26
"210745 Olinda Nova do Maranhão";1;1;0;3;0;5;10
"210750 Paço do Lumiar";24;19;0;131;1;148;323
"210760 Palmeirândia";1;1;0;6;0;6;14
"210770 Paraibano";3;1;0;11;0;6;21
"210780 Parnarama";0;0;0;13;0;11;24
"210790 Passagem Franca";1;0;0;14;0;5;20
"210800 Pastos Bons";0;0;0;2;0;4;6
"210805 Paulino Neves";1;1;0;8;0;17;27
"210810 Paulo Ramos";0;1;0;3;0;2;6
"210820 Pedreiras";18;18;1;68;1;75;181
"210825 Pedro do Rosário";1;0;0;9;0;9;19
"210830 Penalva";0;0;0;13;0;12;25
"210840 Peri Mirim";3;1;0;1;0;0;5
"210845 Peritoró";3;1;0;20;0;13;37
"210850 Pindaré-Mirim";2;2;0;9;1;21;35
"210860 Pinheiro";13;15;0;61;0;63;152
"210870 Pio XII";5;2;0;13;0;20;40
"210880 Pirapemas";2;3;0;15;0;20;40
"210890 Poção de Pedras";0;3;0;12;0;11;26
"210900 Porto Franco";5;1;0;21;0;19;46
"210905 Porto Rico do Maranhão";1;0;0;3;0;4;8
"210910 Presidente Dutra";11;1;1;29;0;23;65
"210920 Presidente Juscelino";0;0;0;5;0;5;10
"210923 Presidente Médici";1;0;0;4;0;2;7
"210927 Presidente Sarney";0;0;0;7;0;4;11
"210930 Presidente Vargas";0;0;0;5;0;4;9
"210940 Primeira Cruz";0;0;0;6;0;4;10
"210945 Raposa";15;5;0;68;0;54;142
"210950 Riachão";1;2;0;4;0;10;17
"210955 Ribamar Fiquene";2;0;0;3;0;4;9
"210960 Rosário";4;5;0;39;0;34;82
"210970 Sambaíba";1;0;0;0;0;0;1
"210975 Santa Filomena do Maranhão";0;0;0;0;0;1;1
"210980 Santa Helena";5;8;0;30;0;29;72
"210990 Santa Inês";23;11;0;38;0;83;155
"211000 Santa Luzia";9;6;0;54;0;48;117
"211003 Santa Luzia do Paruá";2;0;0;11;0;8;21
"211010 Santa Quitéria do Maranhão";3;1;0;12;0;10;26
"211020 Santa Rita";2;5;0;18;0;15;40
"211023 Santana do Maranhão";0;0;0;1;0;2;3
"211027 Santo Amaro do Maranhão";1;0;0;3;0;3;7
"211030 Santo Antônio dos Lopes";0;1;0;8;0;6;15
"211040 São Benedito do Rio Preto";1;0;0;3;0;8;12
"211050 São Bento";1;4;0;17;0;23;45
"211060 São Bernardo";3;1;0;12;0;22;38
"211065 São Domingos do Azeitão";0;0;0;2;0;0;2
"211070 São Domingos do Maranhão";4;1;0;18;0;16;39
"211080 São Félix de Balsas";1;0;0;1;0;0;2
"211085 São Francisco do Brejão";0;0;0;2;0;6;8
"211090 São Francisco do Maranhão";0;2;0;2;0;2;6
"211100 São João Batista";3;1;0;5;0;7;16
"211102 São João do Carú";2;0;0;2;0;3;7
"211105 São João do Paraíso";1;0;0;0;0;1;2
"211107 São João do Soter";0;1;0;5;0;2;8
"211110 São João dos Patos";3;2;0;13;0;15;33
"211120 São José de Ribamar";48;35;4;236;0;232;555
"211125 São José dos Basílios";2;0;0;2;0;2;6
"211130 São Luís";491;430;7;2481;8;3010;6427
"211140 São Luís Gonzaga do Maranhão";4;3;0;12;0;17;36
"211150 São Mateus do Maranhão";8;10;0;61;0;60;139
"211153 São Pedro da Água Branca";1;1;0;9;0;10;21
"211157 São Pedro dos Crentes";0;0;0;0;0;1;1
"211160 São Raimundo das Mangabeiras";2;2;0;7;0;4;15
"211163 São Raimundo do Doca Bezerra";0;0;0;1;0;0;1
"211167 São Roberto";0;1;0;1;0;2;4
"211170 São Vicente Ferrer";0;2;0;4;0;1;7
"211172 Satubinha";0;0;0;1;0;3;4
"211174 Senador Alexandre Costa";0;3;0;2;0;11;16
"211176 Senador La Rocque";1;2;0;5;0;3;11
"211178 Serrano do Maranhão";0;1;0;1;0;3;5
"211180 Sítio Novo";2;0;0;4;0;3;9
"211190 Sucupira do Norte";0;0;0;2;0;7;9
"211200 Tasso Fragoso";0;0;0;3;0;2;5
"211210 Timbiras";2;2;0;10;0;10;24
"211220 Timon";31;36;0;210;0;234;511
"211223 Trizidela do Vale";3;5;0;30;0;15;53
"211227 Tufilândia";0;0;0;2;0;5;7
"211230 Tuntum";0;3;1;5;0;9;18
"211240 Turiaçu";1;2;0;19;0;16;38
"211245 Turilândia";2;1;0;4;0;7;14
"211250 Tutóia";2;0;0;16;0;13;31
"211260 Urbano Santos";1;0;0;11;0;11;23
"211270 Vargem Grande";1;0;0;12;0;15;28
"211280 Viana";2;4;0;33;0;36;75
"211285 Vila Nova dos Martírios";1;1;0;2;0;6;10
"211290 Vitória do Mearim";3;2;0;25;0;33;63
"211300 Vitorino Freire";11;1;1;20;0;22;55
"211400 Zé Doca";7;2;0;30;0;29;68
"210000 Município ignorado - MA";0;0;0;2;0;1;3
"220010 Agricolândia";0;0;0;2;0;2;4
"220020 Água Branca";1;1;0;9;0;8;19
"220025 Alagoinha do Piauí";0;0;0;2;0;3;5
"220027 Alegrete do Piauí";0;0;0;1;0;4;5
"220030 Alto Longá";2;0;1;9;0;6;18
"220040 Altos";11;3;0;63;0;37;114
"220045 Alvorada do Gurguéia";0;0;0;2;0;1;3
"220050 Amarante";1;7;0;9;0;8;25
"220060 Angical do Piauí";0;1;0;5;0;4;10
"220070 Anísio de Abreu";0;0;0;0;0;4;4
"220090 Aroazes";0;1;0;1;0;0;2
"220100 Arraial";0;0;0;6;0;8;14
"220110 Avelino Lopes";0;0;0;3;0;0;3
"220115 Baixa Grande do Ribeiro";0;0;0;1;0;0;1
"220117 Barra D'Alcântara";0;0;0;1;0;5;6
"220120 Barras";2;3;0;18;0;14;37
"220140 Barro Duro";1;1;0;11;0;3;16
"220150 Batalha";1;1;0;11;0;5;18
"220157 Belém do Piauí";0;0;0;0;0;1;1
"220160 Beneditinos";1;0;0;4;0;5;10
"220170 Bertolínia";0;1;0;4;0;4;9
"220177 Boa Hora";0;0;0;2;0;4;6
"220180 Bocaina";1;0;0;0;0;7;8
"220190 Bom Jesus";5;1;0;8;0;5;19
"220191 Bom Princípio do Piauí";0;0;0;0;0;1;1
"220192 Bonfim do Piauí";0;0;0;2;0;2;4
"220194 Boqueirão do Piauí";1;0;0;1;0;0;2
"220196 Brasileira";0;2;0;1;0;7;10
"220200 Buriti dos Lopes";0;0;0;7;0;7;14
"220202 Buriti dos Montes";0;0;0;1;0;1;2
"220205 Cabeceiras do Piauí";2;0;0;2;0;3;7
"220207 Cajazeiras do Piauí";0;1;0;2;0;1;4
"220208 Cajueiro da Praia";0;0;0;3;0;6;9
"220209 Caldeirão Grande do Piauí";0;0;0;0;0;2;2
"220210 Campinas do Piauí";0;0;0;2;0;0;2
"220211 Campo Alegre do Fidalgo";0;2;0;0;0;0;2
"220213 Campo Grande do Piauí";1;0;0;1;0;2;4
"220220 Campo Maior";8;8;0;61;0;61;138
"220225 Canavieira";0;0;0;1;0;1;2
"220230 Canto do Buriti";1;2;1;8;0;6;18
"220240 Capitão de Campos";0;0;0;3;0;3;6
"220250 Caracol";1;0;0;1;0;0;2
"220253 Caraúbas do Piauí";0;0;0;1;0;0;1
"220255 Caridade do Piauí";0;1;0;2;0;2;5
"220260 Castelo do Piauí";1;0;0;8;0;3;12
"220270 Cocal";1;0;0;4;0;5;10
"220271 Cocal de Telha";0;1;0;8;0;0;9
"220272 Cocal dos Alves";0;0;0;1;0;0;1
"220273 Coivaras";0;0;0;3;0;0;3
"220277 Colônia do Piauí";0;2;0;3;0;5;10
"220285 Coronel José Dias";0;0;0;0;0;1;1
"220290 Corrente";2;0;0;3;0;3;8
"220310 Cristino Castro";1;0;0;5;0;2;8
"220320 Curimatá";0;1;0;2;0;0;3
"220325 Curralinhos";0;1;0;0;0;0;1
"220330 Demerval Lobão";2;3;0;20;0;8;33
"220335 Dirceu Arcoverde";1;0;0;1;0;0;2
"220340 Dom Expedito Lopes";2;1;0;6;0;4;13
"220345 Dom Inocêncio";0;0;0;1;0;1;2
"220350 Elesbão Veloso";2;0;1;7;0;6;16
"220360 Eliseu Martins";1;0;0;0;0;3;4
"220370 Esperantina";3;5;0;28;0;24;60
"220375 Fartura do Piauí";0;0;0;1;0;0;1
"220380 Flores do Piauí";0;0;0;1;0;2;3
"220385 Floresta do Piauí";0;0;0;0;0;1;1
"220390 Floriano";2;12;0;36;0;72;122
"220400 Francinópolis";1;2;0;6;0;1;10
"220410 Francisco Ayres";0;1;0;0;0;4;5
"220420 Francisco Santos";2;0;0;2;0;7;11
"220430 Fronteiras";0;0;0;3;0;3;6
"220435 Geminiano";1;0;0;3;0;3;7
"220440 Gilbués";0;0;0;2;0;0;2
"220450 Guadalupe";7;2;0;27;0;18;54
"220455 Guaribas";0;0;0;1;0;0;1
"220460 Hugo Napoleão";2;0;0;3;0;2;7
"220465 Ilha Grande";3;2;0;10;0;6;21
"220470 Inhuma";1;2;0;7;0;8;18
"220480 Ipiranga do Piauí";0;3;0;3;0;2;8
"220490 Isaías Coelho";0;0;0;1;0;0;1
"220500 Itainópolis";0;0;0;2;0;2;4
"220510 Itaueira";0;0;0;1;0;3;4
"220520 Jaicós";0;1;0;6;0;5;12
"220525 Jardim do Mulato";0;0;0;1;0;1;2
"220527 Jatobá do Piauí";0;0;0;1;0;0;1
"220535 João Costa";0;0;0;1;0;0;1
"220540 Joaquim Pires";0;0;0;4;0;0;4
"220545 Joca Marques";1;0;0;2;0;3;6
"220550 José de Freitas";5;1;0;15;0;5;26
"220551 Juazeiro do Piauí";0;0;0;2;0;1;3
"220553 Jurema";0;0;0;1;0;0;1
"220555 Lagoa Alegre";0;0;0;1;0;1;2
"220557 Lagoa de São Francisco";0;0;0;1;0;0;1
"220559 Lagoa do Sítio";0;0;0;1;0;1;2
"220554 Lagoinha do Piauí";0;1;0;0;0;0;1
"220560 Landri Sales";0;2;0;1;0;3;6
"220570 Luís Correia";2;0;0;7;0;7;16
"220580 Luzilândia";5;2;0;29;0;15;51
"220585 Madeiro";0;0;0;0;0;2;2
"220590 Manoel Emídio";0;0;0;1;0;1;2
"220595 Marcolândia";0;0;0;3;0;1;4
"220600 Marcos Parente";0;1;0;0;0;3;4
"220605 Massapê do Piauí";0;2;0;3;0;4;9
"220610 Matias Olímpio";0;0;0;9;0;5;14
"220620 Miguel Alves";3;7;0;10;0;9;29
"220630 Miguel Leão";0;0;0;0;0;1;1
"220640 Monsenhor Gil";1;1;0;7;0;3;12
"220660 Monte Alegre do Piauí";0;1;0;1;0;2;4
"220665 Morro Cabeça no Tempo";0;0;0;1;0;0;1
"220667 Morro do Chapéu do Piauí";1;0;0;0;0;0;1
"220669 Murici dos Portelas";1;0;0;0;0;1;2
"220670 Nazaré do Piauí";0;1;0;2;0;6;9
"220675 Nossa Senhora de Nazaré";0;0;0;1;0;1;2
"220680 Nossa Senhora dos Remédios";1;1;0;2;0;2;6
"220690 Novo Oriente do Piauí";1;0;0;1;0;2;4
"220695 Novo Santo Antônio";0;0;0;0;0;1;1
"220700 Oeiras";8;10;0;49;0;52;119
"220710 Olho D'Água do Piauí";0;0;0;1;0;0;1
"220720 Padre Marcos";0;0;0;1;0;0;1
"220730 Paes Landim";1;0;0;0;0;0;1
"220740 Palmeira do Piauí";0;0;0;1;0;0;1
"220750 Palmeirais";0;0;0;7;0;1;8
"220755 Paquetá";1;0;0;1;0;2;4
"220760 Parnaguá";0;0;0;1;0;0;1
"220770 Parnaíba";27;7;1;127;0;160;322
"220775 Passagem Franca do Piauí";0;0;0;3;0;3;6
"220777 Patos do Piauí";0;0;0;1;0;2;3
"220780 Paulistana";1;1;0;1;0;2;5
"220790 Pedro II";4;0;0;21;0;20;45
"220800 Picos";9;0;0;30;0;44;83
"220810 Pimenteiras";0;0;0;1;0;2;3
"220820 Pio IX";1;0;0;1;0;6;8
"220830 Piracuruca";1;2;1;14;0;12;30
"220840 Piripiri";17;4;0;49;0;36;106
"220850 Porto";0;0;0;5;0;2;7
"220855 Porto Alegre do Piauí";0;0;0;1;0;0;1
"220860 Prata do Piauí";0;0;0;2;0;0;2
"220865 Queimada Nova";0;0;0;2;0;0;2
"220870 Redenção do Gurguéia";0;0;0;1;0;2;3
"220880 Regeneração";1;1;0;4;0;3;9
"220887 Ribeira do Piauí";0;0;0;0;0;1;1
"220890 Ribeiro Gonçalves";0;0;0;1;0;0;1
"220900 Rio Grande do Piauí";0;0;0;5;0;3;8
"220910 Santa Cruz do Piauí";0;1;0;2;0;1;4
"220915 Santa Cruz dos Milagres";0;0;0;2;0;0;2
"220920 Santa Filomena";0;0;0;0;0;1;1
"220930 Santa Luz";0;1;0;0;0;2;3
"220937 Santa Rosa do Piauí";0;0;0;3;0;1;4
"220940 Santo Antônio de Lisboa";3;0;0;2;0;13;18
"220950 Santo Inácio do Piauí";0;0;1;2;0;4;7
"220955 São Braz do Piauí";0;0;0;2;0;1;3
"220960 São Félix do Piauí";2;0;0;2;0;0;4
"220970 São Francisco do Piauí";0;0;0;0;0;2;2
"220980 São Gonçalo do Piauí";0;0;0;1;0;0;1
"220985 São João da Canabrava";0;0;0;0;0;4;4
"220987 São João da Fronteira";1;0;0;2;0;0;3
"220990 São João da Serra";0;0;0;2;0;3;5
"220995 São João da Varjota";0;0;0;4;0;3;7
"220997 São João do Arraial";0;0;0;5;0;3;8
"221000 São João do Piauí";2;0;0;8;0;7;17
"221005 São José do Divino";0;0;0;0;0;1;1
"221010 São José do Peixe";0;0;0;1;0;2;3
"221020 São José do Piauí";0;0;0;0;0;4;4
"221030 São Julião";0;0;0;1;0;2;3
"221035 São Lourenço do Piauí";0;0;0;1;0;0;1
"221037 São Luis do Piauí";0;0;0;1;0;2;3
"221038 São Miguel da Baixa Grande";0;0;0;5;0;2;7
"221040 São Miguel do Tapuio";2;0;0;9;0;9;20
"221050 São Pedro do Piauí";1;0;0;2;0;3;6
"221060 São Raimundo Nonato";3;1;0;21;0;23;48
"221063 Sebastião Leal";1;0;0;0;0;1;2
"221065 Sigefredo Pacheco";0;0;0;2;0;2;4
"221070 Simões";0;0;0;0;0;6;6
"221080 Simplício Mendes";1;3;0;4;0;8;16
"221090 Socorro do Piauí";0;0;0;0;0;1;1
"221093 Sussuapara";0;0;0;1;0;1;2
"221095 Tamboril do Piauí";0;0;0;1;0;0;1
"221097 Tanque do Piauí";2;0;0;2;0;0;4
"221100 Teresina";417;218;6;1770;1;1300;3712
"221110 União";1;0;0;32;0;18;51
"221120 Uruçuí";2;1;0;15;0;14;32
"221130 Valença do Piauí";1;1;0;12;0;20;34
"221135 Várzea Branca";0;0;0;1;0;0;1
"221140 Várzea Grande";1;0;0;2;0;4;7
"221150 Vera Mendes";1;0;0;0;0;2;3
"221170 Wall Ferraz";0;0;0;4;0;1;5
"220000 Município ignorado - PI";0;0;0;0;0;2;2
"230010 Abaiara";0;0;0;0;0;4;4
"230015 Acarape";0;0;0;8;0;5;13
"230020 Acaraú";6;5;0;44;0;28;83
"230030 Acopiara";2;1;0;10;0;12;25
"230040 Aiuaba";0;0;0;3;0;3;6
"230050 Alcântaras";0;1;0;5;0;6;12
"230060 Altaneira";0;0;0;1;0;2;3
"230070 Alto Santo";1;0;0;6;0;5;12
"230075 Amontada";0;0;0;7;1;11;19
"230080 Antonina do Norte";0;0;0;1;0;5;6
"230090 Apuiarés";2;0;0;3;0;2;7
"230100 Aquiraz";3;1;2;57;0;45;108
"230110 Aracati";7;8;0;103;0;86;204
"230120 Aracoiaba";0;0;0;14;0;4;18
"230125 Ararendá";0;0;0;2;0;1;3
"230130 Araripe";0;0;0;3;0;10;13
"230140 Aratuba";0;0;0;2;0;3;5
"230150 Arneiroz";0;0;0;1;0;3;4
"230160 Assaré";2;0;0;4;0;4;10
"230170 Aurora";3;1;0;4;0;12;20
"230180 Baixio";0;0;0;0;0;1;1
"230185 Banabuiú";0;1;0;9;0;0;10
"230190 Barbalha";1;1;0;8;0;35;45
"230195 Barreira";0;0;0;6;0;13;19
"230200 Barro";2;0;0;1;0;9;12
"230205 Barroquinha";1;0;0;2;0;4;7
"230210 Baturité";1;1;2;15;0;13;32
"230220 Beberibe";4;1;0;62;0;44;111
"230230 Bela Cruz";0;0;0;13;0;4;17
"230240 Boa Viagem";2;0;0;17;0;14;33
"230250 Brejo Santo";1;1;1;11;0;22;36
"230260 Camocim";7;2;0;29;0;26;64
"230270 Campos Sales";1;0;0;1;0;14;16
"230280 Canindé";6;2;0;70;0;57;135
"230290 Capistrano";1;0;0;6;0;6;13
"230300 Caridade";0;0;0;7;0;7;14
"230310 Cariré";1;0;0;10;0;10;21
"230320 Caririaçu";3;1;0;6;0;13;23
"230330 Cariús";0;0;0;4;0;4;8
"230340 Carnaubal";5;0;0;5;0;16;26
"230350 Cascavel";10;4;0;76;0;59;149
"230360 Catarina";0;0;0;2;0;2;4
"230365 Catunda";0;1;0;2;0;3;6
"230370 Caucaia";49;12;3;353;0;349;766
"230380 Cedro";0;0;1;14;0;8;23
"230390 Chaval";2;0;0;2;0;3;7
"230393 Choró";0;0;0;0;0;1;1
"230395 Chorozinho";2;1;0;22;0;15;40
"230400 Coreaú";1;0;0;4;0;10;15
"230410 Crateús";4;3;1;41;0;54;103
"230420 Crato";10;1;0;23;0;99;133
"230423 Croatá";2;2;0;17;0;16;37
"230425 Cruz";2;1;0;17;0;15;35
"230426 Deputado Irapuan Pinheiro";0;0;0;1;0;0;1
"230427 Ererê";0;0;0;1;0;1;2
"230428 Eusébio";3;1;0;48;0;28;80
"230430 Farias Brito";1;0;0;2;0;7;10
"230435 Forquilha";4;2;0;12;0;10;28
"230440 Fortaleza";577;165;45;4866;17;5939;11609
"230445 Fortim";0;1;0;9;0;13;23
"230450 Frecheirinha";7;0;0;11;0;10;28
"230460 General Sampaio";1;0;0;6;0;0;7
"230465 Graça";5;0;0;6;0;13;24
"230470 Granja";7;0;0;12;0;8;27
"230480 Granjeiro";0;0;0;1;0;1;2
"230490 Groaíras";3;1;0;14;0;15;33
"230495 Guaiúba";0;1;0;13;0;12;26
"230500 Guaraciaba do Norte";9;3;0;25;0;44;81
"230510 Guaramiranga";1;0;0;6;0;4;11
"230520 Hidrolândia";0;1;0;13;0;21;35
"230523 Horizonte";8;1;0;80;0;42;131
"230526 Ibaretama";0;0;0;9;0;6;15
"230530 Ibiapina";5;0;0;9;0;13;27
"230533 Ibicuitinga";1;0;0;3;0;6;10
"230535 Icapuí";2;1;0;11;0;7;21
"230540 Icó";1;0;1;21;0;24;47
"230550 Iguatu";9;2;0;125;0;91;227
"230560 Independência";1;0;0;7;0;7;15
"230565 Ipaporanga";1;0;0;3;0;5;9
"230570 Ipaumirim";0;0;0;3;0;5;8
"230580 Ipu";6;1;1;22;0;34;64
"230590 Ipueiras";3;3;0;14;0;24;44
"230600 Iracema";1;0;0;2;0;2;5
"230610 Irauçuba";0;0;0;7;0;4;11
"230620 Itaiçaba";1;0;0;6;0;3;10
"230625 Itaitinga";4;2;1;57;0;51;115
"230630 Itapagé";0;0;0;11;0;10;21
"230640 Itapipoca";2;0;0;65;0;35;102
"230650 Itapiúna";0;0;0;3;0;1;4
"230655 Itarema";2;1;1;14;0;9;27
"230660 Itatira";1;1;0;4;0;4;10
"230670 Jaguaretama";0;0;0;3;0;3;6
"230680 Jaguaribara";0;0;0;2;0;2;4
"230690 Jaguaribe";6;0;0;51;0;40;97
"230700 Jaguaruana";0;0;0;13;0;9;22
"230710 Jardim";0;0;0;0;0;8;8
"230720 Jati";0;1;0;2;0;4;7
"230725 Jijoca de Jericoacoara";5;0;0;24;0;18;47
"230730 Juazeiro do Norte";10;9;1;51;0;279;350
"230740 Jucás";1;0;0;10;0;8;19
"230750 Lavras da Mangabeira";0;0;0;3;0;11;14
"230760 Limoeiro do Norte";5;0;1;34;0;22;62
"230763 Madalena";1;0;0;3;0;7;11
"230765 Maracanaú";47;13;2;315;5;330;712
"230770 Maranguape";2;2;1;52;0;52;109
"230780 Marco";2;0;0;5;0;7;14
"230790 Martinópole";0;0;0;2;0;0;2
"230800 Massapê";0;1;0;13;0;9;23
"230810 Mauriti";2;1;0;3;0;14;20
"230820 Meruoca";0;1;0;4;0;5;10
"230830 Milagres";1;0;0;3;0;5;9
"230835 Milhã";0;0;0;8;0;1;9
"230837 Miraíma";0;0;0;1;0;5;6
"230840 Missão Velha";1;0;0;5;0;12;18
"230850 Mombaça";2;1;0;16;0;18;37
"230860 Monsenhor Tabosa";2;0;0;11;0;7;20
"230870 Morada Nova";2;1;0;34;0;23;60
"230880 Moraújo";0;0;0;2;0;3;5
"230890 Morrinhos";0;0;0;3;0;5;8
"230900 Mucambo";4;0;0;9;0;17;30
"230910 Mulungu";2;0;0;4;0;1;7
"230920 Nova Olinda";1;0;0;0;0;4;5
"230930 Nova Russas";3;0;0;14;0;21;38
"230940 Novo Oriente";0;2;0;5;0;13;20
"230945 Ocara";0;1;0;10;0;9;20
"230950 Orós";0;1;0;13;0;11;25
"230960 Pacajus";7;3;2;78;0;47;137
"230970 Pacatuba";2;1;0;42;2;45;92
"230980 Pacoti";0;0;0;10;0;6;16
"230990 Pacujá";3;0;0;5;0;12;20
"231000 Palhano";0;0;0;4;0;4;8
"231010 Palmácia";0;0;0;2;0;4;6
"231020 Paracuru";4;1;0;38;0;27;70
"231025 Paraipaba";2;0;0;27;0;25;54
"231030 Parambu";0;0;0;15;0;11;26
"231040 Paramoti";1;0;0;5;0;2;8
"231050 Pedra Branca";2;2;0;13;0;16;33
"231060 Penaforte";1;1;0;2;0;7;11
"231070 Pentecoste";3;2;0;42;0;31;78
"231080 Pereiro";1;0;0;9;0;4;14
"231085 Pindoretama";1;0;0;25;0;16;42
"231090 Piquet Carneiro";0;0;0;3;0;3;6
"231095 Pires Ferreira";0;2;0;1;0;3;6
"231100 Poranga";0;1;0;4;0;1;6
"231110 Porteiras";0;0;0;3;0;1;4
"231120 Potengi";0;0;0;3;0;4;7
"231126 Quiterianópolis";1;0;0;4;0;4;9
"231130 Quixadá";7;1;0;60;0;52;120
"231135 Quixelô";1;0;0;2;0;0;3
"231140 Quixeramobim";1;0;0;18;0;16;35
"231150 Quixeré";0;1;0;8;0;5;14
"231160 Redenção";4;0;0;13;0;16;33
"231170 Reriutaba";4;2;0;12;0;22;40
"231180 Russas";6;5;0;82;0;72;165
"231190 Saboeiro";0;1;0;5;0;2;8
"231195 Salitre";0;1;0;0;0;3;4
"231220 Santa Quitéria";4;0;0;15;0;14;33
"231200 Santana do Acaraú";1;2;0;8;0;9;20
"231210 Santana do Cariri";0;0;0;0;0;1;1
"231230 São Benedito";7;5;0;23;0;45;80
"231240 São Gonçalo do Amarante";2;2;0;39;0;17;60
"231250 São João do Jaguaribe";0;0;0;3;0;1;4
"231260 São Luís do Curu";1;1;0;15;0;6;23
"231270 Senador Pompeu";0;1;0;8;0;3;12
"231280 Senador Sá";0;0;0;1;0;3;4
"231290 Sobral";47;39;1;203;0;175;465
"231300 Solonópole";1;1;0;8;0;11;21
"231310 Tabuleiro do Norte";4;0;0;35;0;29;68
"231320 Tamboril";2;0;0;6;0;9;17
"231325 Tarrafas";0;0;0;0;0;2;2
"231330 Tauá";4;0;1;38;0;32;75
"231335 Tejuçuoca";0;0;0;5;0;2;7
"231340 Tianguá";8;2;0;34;0;19;63
"231350 Trairi";1;2;0;25;1;23;52
"231355 Tururu";0;0;0;7;0;3;10
"231360 Ubajara";2;0;0;12;0;14;28
"231370 Umari";0;0;0;0;0;2;2
"231375 Umirim";0;0;0;9;0;2;11
"231380 Uruburetama";0;0;0;12;0;3;15
"231390 Uruoca";1;0;0;6;0;2;9
"231395 Varjota";5;0;0;11;0;14;30
"231400 Várzea Alegre";1;1;0;3;0;9;14
"231410 Viçosa do Ceará";4;2;0;20;0;9;35
"230000 Município ignorado - CE";0;1;0;0;0;1;2
"240010 Acari";1;1;0;4;0;14;20
"240020 Açu";14;1;0;30;0;20;65
"240030 Afonso Bezerra";0;0;0;1;0;0;1
"240050 Alexandria";2;0;0;3;0;5;10
"240060 Almino Afonso";6;0;0;0;0;1;7
"240070 Alto do Rodrigues";4;0;0;3;0;10;17
"240080 Angicos";1;0;0;13;0;11;25
"240090 Antônio Martins";1;0;0;2;0;3;6
"240100 Apodi";7;2;0;17;0;7;33
"240110 Areia Branca";17;8;0;33;0;32;90
"240120 Arês";1;0;0;4;0;2;7
"240130 Augusto Severo";0;1;0;2;0;0;3
"240140 Baía Formosa";0;0;0;3;0;8;11
"240145 Baraúna";11;2;0;16;0;10;39
"240150 Barcelona";0;0;0;1;0;2;3
"240160 Bento Fernandes";0;0;0;1;0;3;4
"240165 Bodó";0;0;0;2;0;1;3
"240170 Bom Jesus";2;0;0;2;0;8;12
"240180 Brejinho";0;0;0;2;0;4;6
"240185 Caiçara do Norte";0;0;0;0;0;2;2
"240190 Caiçara do Rio do Vento";1;0;0;0;0;2;3
"240200 Caicó";8;2;0;17;0;32;59
"240210 Campo Redondo";0;0;0;3;0;1;4
"240220 Canguaretama";4;2;1;12;0;38;57
"240230 Caraúbas";1;1;0;13;0;5;20
"240240 Carnaúba dos Dantas";0;0;0;0;0;1;1
"240250 Carnaubais";2;0;0;2;0;1;5
"240260 Ceará-Mirim";18;3;0;42;0;48;111
"240270 Cerro Corá";0;0;0;2;0;1;3
"240280 Coronel Ezequiel";0;1;0;2;0;0;3
"240290 Coronel João Pessoa";3;0;0;0;0;0;3
"240300 Cruzeta";1;0;0;1;0;4;6
"240310 Currais Novos";8;0;0;11;0;23;42
"240320 Doutor Severiano";0;0;0;2;0;1;3
"240330 Encanto";0;0;0;3;0;2;5
"240340 Equador";0;0;0;1;0;0;1
"240350 Espírito Santo";0;0;0;2;0;3;5
"240360 Extremoz";3;0;0;27;0;51;81
"240370 Felipe Guerra";0;1;0;0;0;0;1
"240375 Fernando Pedroza";0;1;0;0;0;1;2
"240380 Florânia";0;0;0;3;0;2;5
"240390 Francisco Dantas";0;0;0;1;0;1;2
"240400 Frutuoso Gomes";4;0;0;7;0;4;15
"240410 Galinhos";0;0;0;1;0;2;3
"240420 Goianinha";4;0;0;15;0;20;39
"240430 Governador Dix-Sept Rosado";6;3;0;5;0;4;18
"240440 Grossos";3;5;0;3;0;4;15
"240450 Guamaré";2;2;0;9;0;11;24
"240460 Ielmo Marinho";0;0;0;2;0;0;2
"240470 Ipanguaçu";2;0;0;11;0;3;16
"240480 Ipueira";0;0;0;0;0;2;2
"240485 Itajá";2;1;0;4;0;4;11
